"lat","long"
701.801865383681,5710.2174322602
697.929274390612,5706.16765445805
702.882580683376,5709.25828950632
703.8029196994,5712.30186866123
702.893116204151,5707.2542646034
696.844656862769,5707.23902223832
705.878287750213,5707.3743576689
700.820676574187,5712.18292154791
693.897719049984,5706.12359060359
708.872574890966,5707.27385000103
703.722499827697,5714.30312602381
691.909517374735,5709.0543803222
695.706892105318,5715.10082550391
699.815382562311,5711.25238483302
700.741435053109,5714.18419622973
694.824078500342,5709.16537944383
699.794761251723,5708.24501284394
707.903961292758,5705.45228297912
695.857139760017,5711.20940204466
706.797333598993,5710.41850888571
697.873096323335,5711.1762686221
699.780353166947,5712.14184142113
701.860996868491,5712.22421532008
701.352603721901,5710.14455735212
703.847588652606,5711.19006098598
702.736716942038,5716.37943421274
694.981891122639,5705.05160514353
698.857618791197,5709.09905371825
712.889370230231,5709.33391509834
455.961277542908,5772.91172456917
399.032423754726,5766.17612855284
490.305943928419,5823.33558478214
406.733316207118,5785.2734675433
468.945421761009,5701.07540040829
379.461187376328,5739.90547634756
413.756671623357,5788.26131109121
500.339492350945,5815.53969573171
481.916935671133,5846.16290609255
490.953281796002,5769.38819958467
806.806559580649,5794.68783979348
417.645319551971,5864.40740711177
471.806247347533,5777.0233080941
782.616163074083,5804.39727037714
459.654942799319,5862.9835688984
533.094588422204,6047.95382429576
441.210237493076,5675.73907194079
506.565596187117,5727.45405110927
533.840137277701,5781.95270148031
442.210665377626,5826.67097802371
431.309108102181,5748.49595867286
497.81308427866,5783.50609718157
496.593922710919,5799.41240018933
613.316090016668,5745.07819041516
557.243166391494,5966.29364335508
425.914995103427,5774.6035579439
445.07387533341,5760.78425444967
381.464673191964,5584.76932497146
712.110673966126,5905.57915734723
677.015505848311,5918.95812254169
422.234044023165,5898.4899810572
686.345486009028,5893.14135213729
427.169620719971,5902.52899830047
685.458460732719,5958.04289913986
502.101605046502,5974.62135724565
365.481400693149,5730.57860588488
383.638584368513,5576.93439891109
428.941813258619,5841.42017410305
463.435973103869,5811.00404952147
818.637070415647,5807.82412234062
806.617027768754,5808.73411570327
444.737620591058,5565.8252606225
444.449204506142,5592.62792343675
439.914230728398,5843.71974098305
776.670381471134,5655.22314633796
518.716955676977,5856.73306353125
572.304566176544,5962.60788707645
506.676852402489,5641.48895576576
477.284732263358,5670.22569615666
625.885637203394,5922.3347700211
447.351934289504,5887.80012252384
773.322002899553,5753.25399356804
671.869817678035,5636.7643536111
446.335728445915,5596.72291685172
562.701014143825,5715.27037830676
758.602110882773,5873.98128700589
729.201440123832,5833.71321001241
529.51291921214,5949.90337121325
513.226076625675,5820.78547981145
506.980642937579,6005.44562419149
419.719685878371,5645.44268643261
563.081599462658,5615.39939802334
557.403597829445,5813.31703463542
409.53556282575,5732.15442249884
362.327666662391,5600.69821463125
435.147016575792,5900.52234385499
495.056521293509,5616.46695355887
413.136043334935,5901.20618548987
814.843360720712,5787.94025030093
575.835903917902,6066.71867405881
410.939099338899,5919.27379822373
444.647191871366,5570.83019685621
671.320771759478,5817.75377266787
