CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Child_Age,Indicator,Value
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,24m,24m_Eligible_Pop,3611.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,24m,DTaP_IPV_Hib_HepB_24m,3379.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,24m,Hib_MenC_24m,3233.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,24m,MMR_24m,3243.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,24m,MenB_booster_24m,3199.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,24m,PCV_24m,3223.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,5yr,5y_Eligible_Pop,3717.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,5yr,DTaP_IPV_5y,3009.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,5yr,DTaP_IPV_Hib_HepB_5y,3469.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,5yr,Hib_MenC_5y,3278.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,5yr,MMR1_5y,3431.0
2023-24,E12000003,Yorkshire and The Humber,E08000017,Doncaster,5yr,MMR2_5y,3051.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,12m,12m_Eligible_Pop,2539.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,12m,DTaP_IPV_Hib_HepB_12m,2435.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,12m,MenB_12m,2448.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,12m,PCV_12m,2466.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,12m,Rota_12m,2400.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,24m,24m_Eligible_Pop,2702.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,24m,DTaP_IPV_Hib_HepB_24m,2643.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,24m,Hib_MenC_24m,2583.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,24m,MMR_24m,2575.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,24m,MenB_booster_24m,2586.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,24m,PCV_24m,2586.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,5yr,5y_Eligible_Pop,3005.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,5yr,DTaP_IPV_5y,2843.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,5yr,DTaP_IPV_Hib_HepB_5y,2938.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,5yr,Hib_MenC_5y,2908.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,5yr,MMR1_5y,2919.0
2023-24,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,5yr,MMR2_5y,2839.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",12m,12m_Eligible_Pop,3191.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",12m,DTaP_IPV_Hib_HepB_12m,2887.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",12m,MenB_12m,2926.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",12m,PCV_12m,2966.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",12m,Rota_12m,2762.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",24m,24m_Eligible_Pop,3412.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",24m,DTaP_IPV_Hib_HepB_24m,3160.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",24m,Hib_MenC_24m,3037.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",24m,MMR_24m,3032.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",24m,MenB_booster_24m,3048.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",24m,PCV_24m,3016.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",5yr,5y_Eligible_Pop,3483.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",5yr,DTaP_IPV_5y,2910.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",5yr,DTaP_IPV_Hib_HepB_5y,3160.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",5yr,Hib_MenC_5y,3064.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",5yr,MMR1_5y,3089.0
2023-24,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",5yr,MMR2_5y,2906.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,12m,12m_Eligible_Pop,4578.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,12m,DTaP_IPV_Hib_HepB_12m,4229.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,12m,MenB_12m,4182.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,12m,PCV_12m,4326.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,12m,Rota_12m,4082.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,24m,24m_Eligible_Pop,4935.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,24m,DTaP_IPV_Hib_HepB_24m,4634.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,24m,Hib_MenC_24m,4451.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,24m,MMR_24m,4466.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,24m,MenB_booster_24m,4403.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,24m,PCV_24m,4459.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,5yr,5y_Eligible_Pop,5157.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,5yr,DTaP_IPV_5y,4571.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,5yr,DTaP_IPV_Hib_HepB_5y,4915.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,5yr,Hib_MenC_5y,4683.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,5yr,MMR1_5y,4876.0
2023-24,E12000003,Yorkshire and The Humber,E08000034,Kirklees,5yr,MMR2_5y,4605.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,12m,12m_Eligible_Pop,8494.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,12m,DTaP_IPV_Hib_HepB_12m,7496.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,12m,MenB_12m,7533.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,12m,PCV_12m,7863.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,12m,Rota_12m,7249.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,24m,24m_Eligible_Pop,8877.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,24m,DTaP_IPV_Hib_HepB_24m,8151.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,24m,Hib_MenC_24m,7735.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,24m,MMR_24m,7747.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,24m,MenB_booster_24m,7636.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,24m,PCV_24m,7708.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,5yr,5y_Eligible_Pop,10183.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,5yr,DTaP_IPV_5y,8154.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,5yr,DTaP_IPV_Hib_HepB_5y,9379.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,5yr,Hib_MenC_5y,8750.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,5yr,MMR1_5y,9217.0
2023-24,E12000003,Yorkshire and The Humber,E08000035,Leeds,5yr,MMR2_5y,8282.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,12m,12m_Eligible_Pop,1580.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,12m,DTaP_IPV_Hib_HepB_12m,1487.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,12m,MenB_12m,1478.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,12m,PCV_12m,1515.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,12m,Rota_12m,1452.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,24m,24m_Eligible_Pop,1640.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,24m,DTaP_IPV_Hib_HepB_24m,1565.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,24m,Hib_MenC_24m,1547.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,24m,MMR_24m,1549.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,24m,MenB_booster_24m,1512.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,24m,PCV_24m,1530.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,5yr,5y_Eligible_Pop,1835.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,5yr,DTaP_IPV_5y,1661.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,5yr,DTaP_IPV_Hib_HepB_5y,1768.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,5yr,Hib_MenC_5y,1716.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,5yr,MMR1_5y,1761.0
2023-24,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,5yr,MMR2_5y,1681.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,12m,12m_Eligible_Pop,1624.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,12m,DTaP_IPV_Hib_HepB_12m,1469.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,12m,MenB_12m,1469.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,12m,PCV_12m,1510.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,12m,Rota_12m,1441.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,24m,24m_Eligible_Pop,1753.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,24m,DTaP_IPV_Hib_HepB_24m,1605.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,24m,Hib_MenC_24m,1536.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,24m,MMR_24m,1538.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,24m,MenB_booster_24m,1534.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,24m,PCV_24m,1541.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,5yr,5y_Eligible_Pop,1877.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,5yr,DTaP_IPV_5y,1553.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,5yr,DTaP_IPV_Hib_HepB_5y,1707.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,5yr,Hib_MenC_5y,1658.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,5yr,MMR1_5y,1702.0
2023-24,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,5yr,MMR2_5y,1565.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,12m,12m_Eligible_Pop,4780.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,12m,DTaP_IPV_Hib_HepB_12m,4566.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,12m,MenB_12m,4543.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,12m,PCV_12m,4633.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,12m,Rota_12m,4476.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,24m,24m_Eligible_Pop,5103.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,24m,DTaP_IPV_Hib_HepB_24m,4836.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,24m,Hib_MenC_24m,4749.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,24m,MMR_24m,4635.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,24m,MenB_booster_24m,4690.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,24m,PCV_24m,4768.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,5yr,5y_Eligible_Pop,5641.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,5yr,DTaP_IPV_5y,4958.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,5yr,DTaP_IPV_Hib_HepB_5y,5404.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,5yr,Hib_MenC_5y,5216.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,5yr,MMR1_5y,5400.0
2023-24,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,5yr,MMR2_5y,5006.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,12m,12m_Eligible_Pop,2733.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,12m,DTaP_IPV_Hib_HepB_12m,2582.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,12m,MenB_12m,2572.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,12m,PCV_12m,2639.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,12m,Rota_12m,2529.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,24m,24m_Eligible_Pop,2905.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,24m,DTaP_IPV_Hib_HepB_24m,2750.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,24m,Hib_MenC_24m,2708.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,24m,MMR_24m,2709.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,24m,MenB_booster_24m,2649.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,24m,PCV_24m,2696.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,5yr,5y_Eligible_Pop,3043.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,5yr,DTaP_IPV_5y,2657.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,5yr,DTaP_IPV_Hib_HepB_5y,2863.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,5yr,Hib_MenC_5y,2786.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,5yr,MMR1_5y,2884.0
2023-24,E12000003,Yorkshire and The Humber,E08000018,Rotherham,5yr,MMR2_5y,2694.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,12m,12m_Eligible_Pop,5844.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,12m,DTaP_IPV_Hib_HepB_12m,5350.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,12m,MenB_12m,5272.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,12m,PCV_12m,5509.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,12m,Rota_12m,5197.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,24m,24m_Eligible_Pop,6103.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,24m,DTaP_IPV_Hib_HepB_24m,5718.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,24m,Hib_MenC_24m,5490.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,24m,MMR_24m,5519.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,24m,MenB_booster_24m,5387.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,24m,PCV_24m,5463.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,5yr,5y_Eligible_Pop,6536.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,5yr,DTaP_IPV_5y,5473.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,5yr,DTaP_IPV_Hib_HepB_5y,6194.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,5yr,Hib_MenC_5y,5717.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,5yr,MMR1_5y,6120.0
2023-24,E12000003,Yorkshire and The Humber,E08000019,Sheffield,5yr,MMR2_5y,5635.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,12m,12m_Eligible_Pop,3923.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,12m,DTaP_IPV_Hib_HepB_12m,3709.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,12m,MenB_12m,3708.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,12m,PCV_12m,3789.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,12m,Rota_12m,3636.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,24m,24m_Eligible_Pop,4133.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,24m,DTaP_IPV_Hib_HepB_24m,3946.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,24m,Hib_MenC_24m,3868.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,24m,MMR_24m,3866.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,24m,MenB_booster_24m,3796.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,24m,PCV_24m,3846.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,5yr,5y_Eligible_Pop,4450.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,5yr,DTaP_IPV_5y,3885.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,5yr,DTaP_IPV_Hib_HepB_5y,4226.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,5yr,Hib_MenC_5y,4110.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,5yr,MMR1_5y,4225.0
2023-24,E12000003,Yorkshire and The Humber,E08000036,Wakefield,5yr,MMR2_5y,3954.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,12m,12m_Eligible_Pop,1658.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,12m,DTaP_IPV_Hib_HepB_12m,1580.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,12m,MenB_12m,1569.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,12m,PCV_12m,1601.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,12m,Rota_12m,1541.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,24m,24m_Eligible_Pop,1780.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,24m,DTaP_IPV_Hib_HepB_24m,1709.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,24m,Hib_MenC_24m,1662.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,24m,MMR_24m,1627.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,24m,MenB_booster_24m,1647.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,24m,PCV_24m,1666.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,5yr,5y_Eligible_Pop,1970.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,5yr,DTaP_IPV_5y,1681.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,5yr,DTaP_IPV_Hib_HepB_5y,1867.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,5yr,Hib_MenC_5y,1756.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,5yr,MMR1_5y,1861.0
2023-24,E12000003,Yorkshire and The Humber,E06000014,York,5yr,MMR2_5y,1704.0
2023-24,E12000004,East Midlands,E06000015,Derby,12m,12m_Eligible_Pop,3258.0
2023-24,E12000004,East Midlands,E06000015,Derby,12m,DTaP_IPV_Hib_HepB_12m,3031.0
2023-24,E12000004,East Midlands,E06000015,Derby,12m,MenB_12m,2991.0
2023-24,E12000004,East Midlands,E06000015,Derby,12m,PCV_12m,3109.0
2023-24,E12000004,East Midlands,E06000015,Derby,12m,Rota_12m,2945.0
2023-24,E12000004,East Midlands,E06000015,Derby,24m,24m_Eligible_Pop,3404.0
2023-24,E12000004,East Midlands,E06000015,Derby,24m,DTaP_IPV_Hib_HepB_24m,3126.0
2023-24,E12000004,East Midlands,E06000015,Derby,24m,Hib_MenC_24m,3038.0
2023-24,E12000004,East Midlands,E06000015,Derby,24m,MMR_24m,3050.0
2023-24,E12000004,East Midlands,E06000015,Derby,24m,MenB_booster_24m,2971.0
2023-24,E12000004,East Midlands,E06000015,Derby,24m,PCV_24m,3008.0
2023-24,E12000004,East Midlands,E06000015,Derby,5yr,5y_Eligible_Pop,3778.0
2023-24,E12000004,East Midlands,E06000015,Derby,5yr,DTaP_IPV_5y,3048.0
2023-24,E12000004,East Midlands,E06000015,Derby,5yr,DTaP_IPV_Hib_HepB_5y,3437.0
2023-24,E12000004,East Midlands,E06000015,Derby,5yr,Hib_MenC_5y,3168.0
2023-24,E12000004,East Midlands,E06000015,Derby,5yr,MMR1_5y,3419.0
2023-24,E12000004,East Midlands,E06000015,Derby,5yr,MMR2_5y,3094.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,12m,12m_Eligible_Pop,7051.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,12m,DTaP_IPV_Hib_HepB_12m,6808.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,12m,MenB_12m,6796.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,12m,PCV_12m,6875.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,12m,Rota_12m,6687.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,24m,24m_Eligible_Pop,7470.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,24m,DTaP_IPV_Hib_HepB_24m,7255.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,24m,Hib_MenC_24m,7135.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,24m,MMR_24m,7127.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,24m,MenB_booster_24m,7113.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,24m,PCV_24m,7116.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,5yr,5y_Eligible_Pop,7909.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,5yr,DTaP_IPV_5y,7219.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,5yr,DTaP_IPV_Hib_HepB_5y,7577.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,5yr,Hib_MenC_5y,7470.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,5yr,MMR1_5y,7677.0
2023-24,E12000004,East Midlands,E10000007,Derbyshire,5yr,MMR2_5y,7294.0
2023-24,E12000004,East Midlands,E06000016,Leicester,12m,12m_Eligible_Pop,4389.0
2023-24,E12000004,East Midlands,E06000016,Leicester,12m,DTaP_IPV_Hib_HepB_12m,3998.0
2023-24,E12000004,East Midlands,E06000016,Leicester,12m,MenB_12m,3905.0
2023-24,E12000004,East Midlands,E06000016,Leicester,12m,PCV_12m,4106.0
2023-24,E12000004,East Midlands,E06000016,Leicester,12m,Rota_12m,3753.0
2023-24,E12000004,East Midlands,E06000016,Leicester,24m,24m_Eligible_Pop,4477.0
2023-24,E12000004,East Midlands,E06000016,Leicester,24m,DTaP_IPV_Hib_HepB_24m,4147.0
2023-24,E12000004,East Midlands,E06000016,Leicester,24m,Hib_MenC_24m,3894.0
2023-24,E12000004,East Midlands,E06000016,Leicester,24m,MMR_24m,3925.0
2023-24,E12000004,East Midlands,E06000016,Leicester,24m,MenB_booster_24m,3772.0
2023-24,E12000004,East Midlands,E06000016,Leicester,24m,PCV_24m,3830.0
2023-24,E12000004,East Midlands,E06000016,Leicester,5yr,5y_Eligible_Pop,4923.0
2023-24,E12000004,East Midlands,E06000016,Leicester,5yr,DTaP_IPV_5y,3739.0
2023-24,E12000004,East Midlands,E06000016,Leicester,5yr,DTaP_IPV_Hib_HepB_5y,4531.0
2023-24,E12000004,East Midlands,E06000016,Leicester,5yr,Hib_MenC_5y,4003.0
2023-24,E12000004,East Midlands,E06000016,Leicester,5yr,MMR1_5y,4489.0
2023-24,E12000004,East Midlands,E06000016,Leicester,5yr,MMR2_5y,3909.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,12m,12m_Eligible_Pop,6986.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,12m,DTaP_IPV_Hib_HepB_12m,6629.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,12m,MenB_12m,6599.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,12m,PCV_12m,6727.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,12m,Rota_12m,6468.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,24m,24m_Eligible_Pop,7504.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,24m,DTaP_IPV_Hib_HepB_24m,7246.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,24m,Hib_MenC_24m,7103.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,24m,MMR_24m,7106.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,24m,MenB_booster_24m,7035.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,24m,PCV_24m,7086.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,5yr,5y_Eligible_Pop,8103.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,5yr,DTaP_IPV_5y,7292.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,5yr,DTaP_IPV_Hib_HepB_5y,7824.0
2023-24,E12000004,East Midlands,E10000018,Leicestershire and Rutland,5yr,Hib_MenC_5y,7641.0
