Year,OrgCode,OrgName,OrgType,VacCode,Value
2009-10,E92000001,England,Country,12m_Eligible_Pop,664779.0
2009-10,N92000002,Northern Ireland,Country,12m_Eligible_Pop,24955.0
2009-10,S92000003,Scotland,Country,12m_Eligible_Pop,59295.0
2009-10,W92000004,Wales,Country,12m_Eligible_Pop,34694.0
2009-10,E12000001,North East,Region,12m_Eligible_Pop,29776.0
2009-10,E12000002,North West,Region,12m_Eligible_Pop,86196.0
2009-10,E12000003,Yorkshire & the Humber,Region,12m_Eligible_Pop,65673.0
2009-10,E12000004,East Midlands,Region,12m_Eligible_Pop,53523.0
2009-10,E12000005,West Midlands,Region,12m_Eligible_Pop,69443.0
2009-10,E12000006,East of England,Region,12m_Eligible_Pop,71558.0
2009-10,E12000007,London,Region,12m_Eligible_Pop,126781.0
2009-10,E12000008,South East,Region,12m_Eligible_Pop,104123.0
2009-10,E12000009,South West,Region,12m_Eligible_Pop,57706.0
2009-10,K02000001,United Kingdom,UK,12m_Eligible_Pop,783723.0
2009-10,E92000001,England,Country,24m_Eligible_Pop,662217.0
2009-10,N92000002,Northern Ireland,Country,24m_Eligible_Pop,24679.0
2009-10,S92000003,Scotland,Country,24m_Eligible_Pop,58763.0
2009-10,W92000004,Wales,Country,24m_Eligible_Pop,34580.0
2009-10,E12000001,North East,Region,24m_Eligible_Pop,30082.0
2009-10,E12000002,North West,Region,24m_Eligible_Pop,86666.0
2009-10,E12000003,Yorkshire & the Humber,Region,24m_Eligible_Pop,65042.0
2009-10,E12000004,East Midlands,Region,24m_Eligible_Pop,53732.0
2009-10,E12000005,West Midlands,Region,24m_Eligible_Pop,68706.0
2009-10,E12000006,East of England,Region,24m_Eligible_Pop,71331.0
2009-10,E12000007,London,Region,24m_Eligible_Pop,123952.0
2009-10,E12000008,South East,Region,24m_Eligible_Pop,104655.0
2009-10,E12000009,South West,Region,24m_Eligible_Pop,58051.0
2009-10,K02000001,United Kingdom,UK,24m_Eligible_Pop,780239.0
2009-10,E92000001,England,Country,5y_Eligible_Pop,608148.0
2009-10,N92000002,Northern Ireland,Country,5y_Eligible_Pop,22787.0
2009-10,S92000003,Scotland,Country,5y_Eligible_Pop,55054.0
2009-10,W92000004,Wales,Country,5y_Eligible_Pop,32467.0
2009-10,E12000001,North East,Region,5y_Eligible_Pop,28006.0
2009-10,E12000002,North West,Region,5y_Eligible_Pop,80671.0
2009-10,E12000003,Yorkshire & the Humber,Region,5y_Eligible_Pop,60955.0
2009-10,E12000004,East Midlands,Region,5y_Eligible_Pop,49345.0
2009-10,E12000005,West Midlands,Region,5y_Eligible_Pop,62663.0
2009-10,E12000006,East of England,Region,5y_Eligible_Pop,67165.0
2009-10,E12000007,London,Region,5y_Eligible_Pop,107709.0
2009-10,E12000008,South East,Region,5y_Eligible_Pop,97834.0
2009-10,E12000009,South West,Region,5y_Eligible_Pop,53800.0
2009-10,K02000001,United Kingdom,UK,5y_Eligible_Pop,718456.0
2009-10,E92000001,England,Country,DTaP_IPV_5y,84.79645491139745
2009-10,N92000002,Northern Ireland,Country,DTaP_IPV_5y,91.92960898758064
2009-10,S92000003,Scotland,Country,DTaP_IPV_5y,91.90976
2009-10,W92000004,Wales,Country,DTaP_IPV_5y,90.08839
2009-10,E12000001,North East,Region,DTaP_IPV_5y,91.20545597371992
2009-10,E12000002,North West,Region,DTaP_IPV_5y,87.8890803386595
2009-10,E12000003,Yorkshire & the Humber,Region,DTaP_IPV_5y,85.92240177179887
2009-10,E12000004,East Midlands,Region,DTaP_IPV_5y,86.81933326578174
2009-10,E12000005,West Midlands,Region,DTaP_IPV_5y,90.12016660549287
2009-10,E12000006,East of England,Region,DTaP_IPV_5y,86.07161468026501
2009-10,E12000007,London,Region,DTaP_IPV_5y,71.76744747421293
2009-10,E12000008,South East,Region,DTaP_IPV_5y,86.71627450579552
2009-10,E12000009,South West,Region,DTaP_IPV_5y,88.68587360594796
2009-10,K02000001,United Kingdom,UK,DTaP_IPV_5y,85.82140033627668
2009-10,E92000001,England,Country,DTaP_IPV_Hib_12m,93.61114578836779
2009-10,N92000002,Northern Ireland,Country,DTaP_IPV_Hib_12m,97.77198958124625
2009-10,S92000003,Scotland,Country,DTaP_IPV_Hib_12m,97.40956
2009-10,W92000004,Wales,Country,DTaP_IPV_Hib_12m,96.21548
2009-10,E12000001,North East,Region,DTaP_IPV_Hib_12m,95.68108543793659
2009-10,E12000002,North West,Region,DTaP_IPV_Hib_12m,94.69928999025477
2009-10,E12000003,Yorkshire & the Humber,Region,DTaP_IPV_Hib_12m,94.787812342972
2009-10,E12000004,East Midlands,Region,DTaP_IPV_Hib_12m,94.95730807316481
2009-10,E12000005,West Midlands,Region,DTaP_IPV_Hib_12m,94.99877597454027
2009-10,E12000006,East of England,Region,DTaP_IPV_Hib_12m,94.77626540708236
2009-10,E12000007,London,Region,DTaP_IPV_Hib_12m,88.69467822465512
2009-10,E12000008,South East,Region,DTaP_IPV_Hib_12m,94.11753407028229
2009-10,E12000009,South West,Region,DTaP_IPV_Hib_12m,95.1356877967629
2009-10,K02000001,United Kingdom,UK,DTaP_IPV_Hib_12m,94.14869794557515
2009-10,E92000001,England,Country,DTaP_IPV_Hib_24m,95.29378548986392
2009-10,N92000002,Northern Ireland,Country,DTaP_IPV_Hib_24m,98.52911382146765
2009-10,S92000003,Scotland,Country,DTaP_IPV_Hib_24m,98.37653
2009-10,W92000004,Wales,Country,DTaP_IPV_Hib_24m,97.47253
2009-10,E12000001,North East,Region,DTaP_IPV_Hib_24m,96.90180174190546
2009-10,E12000002,North West,Region,DTaP_IPV_Hib_24m,96.58348963650609
2009-10,E12000003,Yorkshire & the Humber,Region,DTaP_IPV_Hib_24m,96.29777682113097
2009-10,E12000004,East Midlands,Region,DTaP_IPV_Hib_24m,96.61840244174793
2009-10,E12000005,West Midlands,Region,DTaP_IPV_Hib_24m,96.8037725962798
2009-10,E12000006,East of England,Region,DTaP_IPV_Hib_24m,95.7942549522648
2009-10,E12000007,London,Region,DTaP_IPV_Hib_24m,90.75529237124049
2009-10,E12000008,South East,Region,DTaP_IPV_Hib_24m,95.78806554870766
2009-10,E12000009,South West,Region,DTaP_IPV_Hib_24m,96.58077048701243
2009-10,K02000001,United Kingdom,UK,DTaP_IPV_Hib_24m,95.72682216602861
2009-10,E92000001,England,Country,Hib_MenC_24m,90.03105669772336
2009-10,N92000002,Northern Ireland,Country,Hib_MenC_24m,93.85307346326837
2009-10,S92000003,Scotland,Country,Hib_MenC_24m,93.97751
2009-10,W92000004,Wales,Country,Hib_MenC_24m,93.86639
2009-10,E12000001,North East,Region,Hib_MenC_24m,94.07951598962835
2009-10,E12000002,North West,Region,Hib_MenC_24m,92.1664782036785
2009-10,E12000003,Yorkshire & the Humber,Region,Hib_MenC_24m,93.0475692629378
2009-10,E12000004,East Midlands,Region,Hib_MenC_24m,92.58914613265839
2009-10,E12000005,West Midlands,Region,Hib_MenC_24m,93.0268098855995
2009-10,E12000006,East of England,Region,Hib_MenC_24m,92.66658255176571
2009-10,E12000007,London,Region,Hib_MenC_24m,81.87201497353814
2009-10,E12000008,South East,Region,Hib_MenC_24m,89.04113515837753
2009-10,E12000009,South West,Region,Hib_MenC_24m,91.52813905014555
2009-10,K02000001,United Kingdom,UK,Hib_MenC_24m,90.62723088694618
2009-10,E92000001,England,Country,MMR1_5y,91.00956457278296
2009-10,N92000002,Northern Ireland,Country,MMR1_5y,96.03282573397112
2009-10,S92000003,Scotland,Country,MMR1_5y,96.24551
2009-10,W92000004,Wales,Country,MMR1_5y,93.43642
2009-10,E12000001,North East,Region,MMR1_5y,94.10840534171248
2009-10,E12000002,North West,Region,MMR1_5y,93.67678595777913
2009-10,E12000003,Yorkshire & the Humber,Region,MMR1_5y,93.11787384135837
2009-10,E12000004,East Midlands,Region,MMR1_5y,92.32546357280373
2009-10,E12000005,West Midlands,Region,MMR1_5y,93.55600593651756
2009-10,E12000006,East of England,Region,MMR1_5y,88.97044591677214
2009-10,E12000007,London,Region,MMR1_5y,85.80620003899395
2009-10,E12000008,South East,Region,MMR1_5y,90.7199950937302
2009-10,E12000009,South West,Region,MMR1_5y,92.3903345724907
2009-10,K02000001,United Kingdom,UK,MMR1_5y,91.68466823298851
2009-10,E92000001,England,Country,MMR2_5y,82.68925740190107
2009-10,N92000002,Northern Ireland,Country,MMR2_5y,89.91969105191556
2009-10,S92000003,Scotland,Country,MMR2_5y,89.73009
2009-10,W92000004,Wales,Country,MMR2_5y,86.1367
2009-10,E12000001,North East,Region,MMR2_5y,89.00592730129259
2009-10,E12000002,North West,Region,MMR2_5y,85.80158917082967
2009-10,E12000003,Yorkshire & the Humber,Region,MMR2_5y,85.13985727175785
2009-10,E12000004,East Midlands,Region,MMR2_5y,85.62367007802209
2009-10,E12000005,West Midlands,Region,MMR2_5y,86.82316518519701
2009-10,E12000006,East of England,Region,MMR2_5y,83.37229211642969
2009-10,E12000007,London,Region,MMR2_5y,72.20009469960728
2009-10,E12000008,South East,Region,MMR2_5y,82.56638796328474
2009-10,E12000009,South West,Region,MMR2_5y,84.99442379182156
2009-10,K02000001,United Kingdom,UK,MMR2_5y,83.62683309764273
2009-10,E92000001,England,Country,MMR_24m,88.1838097524372
2009-10,N92000002,Northern Ireland,Country,MMR_24m,92.15122168645406
2009-10,S92000003,Scotland,Country,MMR_24m,93.74436
2009-10,W92000004,Wales,Country,MMR_24m,92.17756
2009-10,E12000001,North East,Region,MMR_24m,91.13423309620372
2009-10,E12000002,North West,Region,MMR_24m,91.1370165483511
2009-10,E12000003,Yorkshire & the Humber,Region,MMR_24m,89.2392607853387
2009-10,E12000004,East Midlands,Region,MMR_24m,89.69143154916995
2009-10,E12000005,West Midlands,Region,MMR_24m,90.50155736034698
2009-10,E12000006,East of England,Region,MMR_24m,87.31687485104653
2009-10,E12000007,London,Region,MMR_24m,81.89137730734478
2009-10,E12000008,South East,Region,MMR_24m,89.46251970761071
2009-10,E12000009,South West,Region,MMR_24m,89.09937941586014
2009-10,K02000001,United Kingdom,UK,MMR_24m,88.91621669770416
2009-10,E92000001,England,Country,PCV_12m,92.85053567587812
2009-10,N92000002,Northern Ireland,Country,PCV_12m,97.54357844119414
2009-10,S92000003,Scotland,Country,PCV_12m,97.22405
2009-10,W92000004,Wales,Country,PCV_12m,95.9503
2009-10,E12000001,North East,Region,PCV_12m,95.21762493283181
2009-10,E12000002,North West,Region,PCV_12m,94.20158708060698
2009-10,E12000003,Yorkshire & the Humber,Region,PCV_12m,93.95185235941712
2009-10,E12000004,East Midlands,Region,PCV_12m,94.53132298264298
2009-10,E12000005,West Midlands,Region,PCV_12m,94.80437193093617
2009-10,E12000006,East of England,Region,PCV_12m,94.41012884653009
2009-10,E12000007,London,Region,PCV_12m,86.47589149793738
2009-10,E12000008,South East,Region,PCV_12m,93.71800658836185
2009-10,E12000009,South West,Region,PCV_12m,94.98838942224378
2009-10,K02000001,United Kingdom,UK,PCV_12m,93.4706522585148
2009-10,E92000001,England,Country,PCV_24m,87.56750717535031
2009-10,N92000002,Northern Ireland,Country,PCV_24m,92.8076502289396
2009-10,S92000003,Scotland,Country,PCV_24m,94.22086
2009-10,W92000004,Wales,Country,PCV_24m,96.26373
2009-10,E12000001,North East,Region,PCV_24m,91.43341533142743
2009-10,E12000002,North West,Region,PCV_24m,89.91299933076408
2009-10,E12000003,Yorkshire & the Humber,Region,PCV_24m,89.77429968328157
2009-10,E12000004,East Midlands,Region,PCV_24m,90.27953547234422
2009-10,E12000005,West Midlands,Region,PCV_24m,90.91345733997031
2009-10,E12000006,East of England,Region,PCV_24m,88.65430177622632
2009-10,E12000007,London,Region,PCV_24m,78.05844197753969
2009-10,E12000008,South East,Region,PCV_24m,88.95322727055563
2009-10,E12000009,South West,Region,PCV_24m,89.71766205577853
2009-10,K02000001,United Kingdom,UK,PCV_24m,88.62925334416762
2010-11,E92000001,England,Country,12m_Eligible_Pop,674533.0
2010-11,N92000002,Northern Ireland,Country,12m_Eligible_Pop,24975.0
2010-11,S92000003,Scotland,Country,12m_Eligible_Pop,59316.0
2010-11,W92000004,Wales,Country,12m_Eligible_Pop,34981.0
2010-11,E12000001,North East,Region,12m_Eligible_Pop,29099.0
2010-11,E12000002,North West,Region,12m_Eligible_Pop,89643.0
2010-11,E12000003,Yorkshire & the Humber,Region,12m_Eligible_Pop,66408.0
2010-11,E12000004,East Midlands,Region,12m_Eligible_Pop,53728.0
2010-11,E12000005,West Midlands,Region,12m_Eligible_Pop,69043.0
2010-11,E12000006,East of England,Region,12m_Eligible_Pop,72780.0
2010-11,E12000007,London,Region,12m_Eligible_Pop,129326.0
2010-11,E12000008,South East,Region,12m_Eligible_Pop,105438.0
2010-11,E12000009,South West,Region,12m_Eligible_Pop,59068.0
2010-11,K02000001,United Kingdom,UK,12m_Eligible_Pop,793805.0
2010-11,E92000001,England,Country,24m_Eligible_Pop,669800.0
2010-11,N92000002,Northern Ireland,Country,24m_Eligible_Pop,25198.0
2010-11,S92000003,Scotland,Country,24m_Eligible_Pop,59433.0
2010-11,W92000004,Wales,Country,24m_Eligible_Pop,35019.0
2010-11,E12000001,North East,Region,24m_Eligible_Pop,28894.0
2010-11,E12000002,North West,Region,24m_Eligible_Pop,89470.0
2010-11,E12000003,Yorkshire & the Humber,Region,24m_Eligible_Pop,66108.0
2010-11,E12000004,East Midlands,Region,24m_Eligible_Pop,53595.0
2010-11,E12000005,West Midlands,Region,24m_Eligible_Pop,69418.0
2010-11,E12000006,East of England,Region,24m_Eligible_Pop,72873.0
2010-11,E12000007,London,Region,24m_Eligible_Pop,125723.0
2010-11,E12000008,South East,Region,24m_Eligible_Pop,105266.0
2010-11,E12000009,South West,Region,24m_Eligible_Pop,58453.0
2010-11,K02000001,United Kingdom,UK,24m_Eligible_Pop,789450.0
2010-11,E92000001,England,Country,5y_Eligible_Pop,620342.0
2010-11,N92000002,Northern Ireland,Country,5y_Eligible_Pop,23005.0
2010-11,S92000003,Scotland,Country,5y_Eligible_Pop,55394.0
2010-11,W92000004,Wales,Country,5y_Eligible_Pop,32869.0
2010-11,E12000001,North East,Region,5y_Eligible_Pop,27394.0
2010-11,E12000002,North West,Region,5y_Eligible_Pop,84387.0
2010-11,E12000003,Yorkshire & the Humber,Region,5y_Eligible_Pop,62121.0
2010-11,E12000004,East Midlands,Region,5y_Eligible_Pop,50144.0
2010-11,E12000005,West Midlands,Region,5y_Eligible_Pop,62589.0
2010-11,E12000006,East of England,Region,5y_Eligible_Pop,68645.0
2010-11,E12000007,London,Region,5y_Eligible_Pop,112111.0
2010-11,E12000008,South East,Region,5y_Eligible_Pop,98186.0
2010-11,E12000009,South West,Region,5y_Eligible_Pop,54765.0
2010-11,K02000001,United Kingdom,UK,5y_Eligible_Pop,731610.0
2010-11,E92000001,England,Country,DTaP_IPV_5y,85.89052490400456
2010-11,N92000002,Northern Ireland,Country,DTaP_IPV_5y,92.86676809389263
2010-11,S92000003,Scotland,Country,DTaP_IPV_5y,91.97566
2010-11,W92000004,Wales,Country,DTaP_IPV_5y,90.0575
2010-11,E12000001,North East,Region,DTaP_IPV_5y,90.48696794918595
2010-11,E12000002,North West,Region,DTaP_IPV_5y,88.18775403794423
2010-11,E12000003,Yorkshire & the Humber,Region,DTaP_IPV_5y,88.02820302313228
2010-11,E12000004,East Midlands,Region,DTaP_IPV_5y,88.85609444798979
2010-11,E12000005,West Midlands,Region,DTaP_IPV_5y,90.25387847704869
2010-11,E12000006,East of England,Region,DTaP_IPV_5y,87.23577827955422
2010-11,E12000007,London,Region,DTaP_IPV_5y,74.73129309345202
2010-11,E12000008,South East,Region,DTaP_IPV_5y,87.02258977858351
2010-11,E12000009,South West,Region,DTaP_IPV_5y,89.05322742627591
2010-11,K02000001,United Kingdom,UK,DTaP_IPV_5y,86.75783545878268
2010-11,E92000001,England,Country,DTaP_IPV_Hib_12m,94.15002675925417
2010-11,N92000002,Northern Ireland,Country,DTaP_IPV_Hib_12m,97.50950950950951
2010-11,S92000003,Scotland,Country,DTaP_IPV_Hib_12m,96.98395
2010-11,W92000004,Wales,Country,DTaP_IPV_Hib_12m,95.95209
2010-11,E12000001,North East,Region,DTaP_IPV_Hib_12m,95.89676621189732
2010-11,E12000002,North West,Region,DTaP_IPV_Hib_12m,95.06263735037872
2010-11,E12000003,Yorkshire & the Humber,Region,DTaP_IPV_Hib_12m,95.46440187929166
2010-11,E12000004,East Midlands,Region,DTaP_IPV_Hib_12m,95.40463073257892
2010-11,E12000005,West Midlands,Region,DTaP_IPV_Hib_12m,94.77861622467158
2010-11,E12000006,East of England,Region,DTaP_IPV_Hib_12m,94.80489145369607
2010-11,E12000007,London,Region,DTaP_IPV_Hib_12m,90.73194871874179
2010-11,E12000008,South East,Region,DTaP_IPV_Hib_12m,94.474477892221
2010-11,E12000009,South West,Region,DTaP_IPV_Hib_12m,94.64854066499628
2010-11,K02000001,United Kingdom,UK,DTaP_IPV_Hib_12m,94.5468975378084
2010-11,E92000001,England,Country,DTaP_IPV_Hib_24m,95.97626157061809
2010-11,N92000002,Northern Ireland,Country,DTaP_IPV_Hib_24m,98.82530359552345
2010-11,S92000003,Scotland,Country,DTaP_IPV_Hib_24m,98.11384
2010-11,W92000004,Wales,Country,DTaP_IPV_Hib_24m,97.35001
2010-11,E12000001,North East,Region,DTaP_IPV_Hib_24m,97.36969613068457
2010-11,E12000002,North West,Region,DTaP_IPV_Hib_24m,96.84475243098245
2010-11,E12000003,Yorkshire & the Humber,Region,DTaP_IPV_Hib_24m,96.79161372299873
2010-11,E12000004,East Midlands,Region,DTaP_IPV_Hib_24m,97.09860994495756
2010-11,E12000005,West Midlands,Region,DTaP_IPV_Hib_24m,97.30761473969288
2010-11,E12000006,East of England,Region,DTaP_IPV_Hib_24m,96.29766854664965
2010-11,E12000007,London,Region,DTaP_IPV_Hib_24m,92.8501547051852
2010-11,E12000008,South East,Region,DTaP_IPV_Hib_24m,96.02720726540383
2010-11,E12000009,South West,Region,DTaP_IPV_Hib_24m,96.65714334593605
2010-11,K02000001,United Kingdom,UK,DTaP_IPV_Hib_24m,96.28906200519347
2010-11,E92000001,England,Country,Hib_MenC_24m,91.58719020603165
2010-11,N92000002,Northern Ireland,Country,Hib_MenC_24m,95.0194459877768
2010-11,S92000003,Scotland,Country,Hib_MenC_24m,93.8519
2010-11,W92000004,Wales,Country,Hib_MenC_24m,93.32648
2010-11,E12000001,North East,Region,Hib_MenC_24m,94.63902540319789
2010-11,E12000002,North West,Region,Hib_MenC_24m,93.28937073879513
2010-11,E12000003,Yorkshire & the Humber,Region,Hib_MenC_24m,94.23216554728626
2010-11,E12000004,East Midlands,Region,Hib_MenC_24m,93.90801380725814
2010-11,E12000005,West Midlands,Region,Hib_MenC_24m,93.58667780690887
2010-11,E12000006,East of England,Region,Hib_MenC_24m,93.37340304365128
2010-11,E12000007,London,Region,Hib_MenC_24m,84.88422961590163
2010-11,E12000008,South East,Region,Hib_MenC_24m,91.66967491877719
2010-11,E12000009,South West,Region,Hib_MenC_24m,92.02093990043282
2010-11,K02000001,United Kingdom,UK,Hib_MenC_24m,91.94439166508327
2010-11,E92000001,England,Country,MMR1_5y,91.92187535262806
2010-11,N92000002,Northern Ireland,Country,MMR1_5y,96.6789828298196
2010-11,S92000003,Scotland,Country,MMR1_5y,96.08983
2010-11,W92000004,Wales,Country,MMR1_5y,94.42332
2010-11,E12000001,North East,Region,MMR1_5y,94.38198145579324
2010-11,E12000002,North West,Region,MMR1_5y,94.30362496593077
2010-11,E12000003,Yorkshire & the Humber,Region,MMR1_5y,93.59314885465463
2010-11,E12000004,East Midlands,Region,MMR1_5y,93.6044192724952
2010-11,E12000005,West Midlands,Region,MMR1_5y,93.9526114812507
2010-11,E12000006,East of England,Region,MMR1_5y,89.63070871877049
2010-11,E12000007,London,Region,MMR1_5y,88.16619243428389
2010-11,E12000008,South East,Region,MMR1_5y,91.34092436803618
2010-11,E12000009,South West,Region,MMR1_5y,92.86588149365471
2010-11,K02000001,United Kingdom,UK,MMR1_5y,92.49941908940555
2010-11,E92000001,England,Country,MMR2_5y,84.20903308175168
2010-11,N92000002,Northern Ireland,Country,MMR2_5y,91.26276896326885
2010-11,S92000003,Scotland,Country,MMR2_5y,89.90144
2010-11,W92000004,Wales,Country,MMR2_5y,86.92081
2010-11,E12000001,North East,Region,MMR2_5y,88.68000292034752
2010-11,E12000002,North West,Region,MMR2_5y,86.43985447995544
2010-11,E12000003,Yorkshire & the Humber,Region,MMR2_5y,86.9721994172663
2010-11,E12000004,East Midlands,Region,MMR2_5y,86.66241225271219
2010-11,E12000005,West Midlands,Region,MMR2_5y,87.37477831567847
2010-11,E12000006,East of England,Region,MMR2_5y,84.51890159516353
2010-11,E12000007,London,Region,MMR2_5y,76.62049219077521
2010-11,E12000008,South East,Region,MMR2_5y,83.8856863503962
2010-11,E12000009,South West,Region,MMR2_5y,85.26248516388205
2010-11,K02000001,United Kingdom,UK,MMR2_5y,84.98366616093273
2010-11,E92000001,England,Country,MMR_24m,89.1258584652135
2010-11,N92000002,Northern Ireland,Country,MMR_24m,92.86451305659179
2010-11,S92000003,Scotland,Country,MMR_24m,93.17383
2010-11,W92000004,Wales,Country,MMR_24m,91.48748
2010-11,E12000001,North East,Region,MMR_24m,91.43420779400567
2010-11,E12000002,North West,Region,MMR_24m,91.1858723594501
2010-11,E12000003,Yorkshire & the Humber,Region,MMR_24m,90.74695952078417
2010-11,E12000004,East Midlands,Region,MMR_24m,90.60733277357963
2010-11,E12000005,West Midlands,Region,MMR_24m,91.53533665619868
2010-11,E12000006,East of England,Region,MMR_24m,88.67070108270553
2010-11,E12000007,London,Region,MMR_24m,83.75078545691719
2010-11,E12000008,South East,Region,MMR_24m,89.8371743962913
2010-11,E12000009,South West,Region,MMR_24m,89.62585324961935
2010-11,K02000001,United Kingdom,UK,MMR_24m,89.6546963075559
2010-11,E92000001,England,Country,PCV_12m,93.58356077463964
2010-11,N92000002,Northern Ireland,Country,PCV_12m,97.34934934934934
2010-11,S92000003,Scotland,Country,PCV_12m,97.0261
2010-11,W92000004,Wales,Country,PCV_12m,95.6948
2010-11,E12000001,North East,Region,PCV_12m,95.51874634867177
2010-11,E12000002,North West,Region,PCV_12m,94.71459009627077
2010-11,E12000003,Yorkshire & the Humber,Region,PCV_12m,94.65877605107818
2010-11,E12000004,East Midlands,Region,PCV_12m,94.96910363311495
2010-11,E12000005,West Midlands,Region,PCV_12m,94.43824862766682
2010-11,E12000006,East of England,Region,PCV_12m,94.36658422643583
2010-11,E12000007,London,Region,PCV_12m,89.58368773487156
2010-11,E12000008,South East,Region,PCV_12m,93.9850907642406
2010-11,E12000009,South West,Region,PCV_12m,94.52156836188799
2010-11,K02000001,United Kingdom,UK,PCV_12m,94.05231763468358
2010-11,E92000001,England,Country,PCV_24m,89.34219169901463
2010-11,N92000002,Northern Ireland,Country,PCV_24m,92.84070164298754
2010-11,S92000003,Scotland,Country,PCV_24m,93.37237
2010-11,W92000004,Wales,Country,PCV_24m,90.98775
2010-11,E12000001,North East,Region,PCV_24m,93.20966290579359
2010-11,E12000002,North West,Region,PCV_24m,91.20934391416117
2010-11,E12000003,Yorkshire & the Humber,Region,PCV_24m,91.50481031040117
2010-11,E12000004,East Midlands,Region,PCV_24m,91.45815841029946
2010-11,E12000005,West Midlands,Region,PCV_24m,92.45584718660866
2010-11,E12000006,East of England,Region,PCV_24m,90.0278566821731
2010-11,E12000007,London,Region,PCV_24m,82.39542486259475
2010-11,E12000008,South East,Region,PCV_24m,89.58258127030571
2010-11,E12000009,South West,Region,PCV_24m,90.1425076557234
2010-11,K02000001,United Kingdom,UK,PCV_24m,89.83026157451391
2011-12,E92000001,England,Country,12m_Eligible_Pop,686181.0
2011-12,N92000002,Northern Ireland,Country,12m_Eligible_Pop,25394.0
2011-12,S92000003,Scotland,Country,12m_Eligible_Pop,58505.0
2011-12,W92000004,Wales,Country,12m_Eligible_Pop,35445.0
2011-12,E12000001,North East,Region,12m_Eligible_Pop,30744.0
2011-12,E12000002,North West,Region,12m_Eligible_Pop,87750.0
2011-12,E12000003,Yorkshire & the Humber,Region,12m_Eligible_Pop,66215.0
2011-12,E12000004,East Midlands,Region,12m_Eligible_Pop,54379.0
2011-12,E12000005,West Midlands,Region,12m_Eligible_Pop,71496.0
2011-12,E12000006,East of England,Region,12m_Eligible_Pop,73878.0
2011-12,E12000007,London,Region,12m_Eligible_Pop,132097.0
2011-12,E12000008,South East,Region,12m_Eligible_Pop,108871.0
2011-12,E12000009,South West,Region,12m_Eligible_Pop,60751.0
2011-12,K02000001,United Kingdom,UK,12m_Eligible_Pop,805525.0000000001
2011-12,E92000001,England,Country,24m_Eligible_Pop,679592.0
2011-12,N92000002,Northern Ireland,Country,24m_Eligible_Pop,25052.0
2011-12,S92000003,Scotland,Country,24m_Eligible_Pop,59341.0
2011-12,W92000004,Wales,Country,24m_Eligible_Pop,35053.0
2011-12,E12000001,North East,Region,24m_Eligible_Pop,30218.0
2011-12,E12000002,North West,Region,24m_Eligible_Pop,87540.0
2011-12,E12000003,Yorkshire & the Humber,Region,24m_Eligible_Pop,66607.0
2011-12,E12000004,East Midlands,Region,24m_Eligible_Pop,53859.0
2011-12,E12000005,West Midlands,Region,24m_Eligible_Pop,70389.0
2011-12,E12000006,East of England,Region,24m_Eligible_Pop,73565.0
2011-12,E12000007,London,Region,24m_Eligible_Pop,129139.00000000001
2011-12,E12000008,South East,Region,24m_Eligible_Pop,108060.0
2011-12,E12000009,South West,Region,24m_Eligible_Pop,60215.0
2011-12,K02000001,United Kingdom,UK,24m_Eligible_Pop,799038.0
2011-12,E92000001,England,Country,5y_Eligible_Pop,646036.0
2011-12,N92000002,Northern Ireland,Country,5y_Eligible_Pop,24094.0
2011-12,S92000003,Scotland,Country,5y_Eligible_Pop,57220.0
2011-12,W92000004,Wales,Country,5y_Eligible_Pop,33645.0
2011-12,E12000001,North East,Region,5y_Eligible_Pop,29143.0
2011-12,E12000002,North West,Region,5y_Eligible_Pop,84169.0
2011-12,E12000003,Yorkshire & the Humber,Region,5y_Eligible_Pop,63630.0
2011-12,E12000004,East Midlands,Region,5y_Eligible_Pop,51650.0
2011-12,E12000005,West Midlands,Region,5y_Eligible_Pop,66538.0
2011-12,E12000006,East of England,Region,5y_Eligible_Pop,71073.0
2011-12,E12000007,London,Region,5y_Eligible_Pop,117663.0
2011-12,E12000008,South East,Region,5y_Eligible_Pop,104572.0
2011-12,E12000009,South West,Region,5y_Eligible_Pop,57598.0
2011-12,K02000001,United Kingdom,UK,5y_Eligible_Pop,760995.0
2011-12,E92000001,England,Country,DTaP_IPV_5y,87.3514788649549
2011-12,N92000002,Northern Ireland,Country,DTaP_IPV_5y,92.89864696604964
2011-12,S92000003,Scotland,Country,DTaP_IPV_5y,91.93639
2011-12,W92000004,Wales,Country,DTaP_IPV_5y,89.67455
2011-12,E12000001,North East,Region,DTaP_IPV_5y,91.6583742236558
2011-12,E12000002,North West,Region,DTaP_IPV_5y,89.0684218655324
2011-12,E12000003,Yorkshire & the Humber,Region,DTaP_IPV_5y,90.2200220022002
2011-12,E12000004,East Midlands,Region,DTaP_IPV_5y,90.2226524685382
2011-12,E12000005,West Midlands,Region,DTaP_IPV_5y,89.8944963780096
2011-12,E12000006,East of England,Region,DTaP_IPV_5y,89.1111955313551
2011-12,E12000007,London,Region,DTaP_IPV_5y,78.8327681599143
2011-12,E12000008,South East,Region,DTaP_IPV_5y,88.11919060551583
2011-12,E12000009,South West,Region,DTaP_IPV_5y,87.8190214938019
2011-12,K02000001,United Kingdom,UK,DTaP_IPV_5y,87.97455962259936
2011-12,E92000001,England,Country,DTaP_IPV_Hib_12m,94.66758770645063
